Concepto,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022 R,2023 P
Millones de pesos a precios de 2018,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Aguascalientes,NA,0.107612910536,0.069084534217,0.125320405787,0.145853130572,0.035758232514,-0.003171353421,0.118471074586,0.078829267932,0.114546245822,0.067158483255,0.144071462999,0.150798444446,0.174513190626,0.11001959859,0.13939660944,0.061142794966,0.022326010848,0.090339969648,0.049474846313,0.136203709072
Baja California,NA,0.310507501939,0.269058220944,0.484968588938,0.218387752996,0.038061965285,-0.193723657455,0.169573660983,0.131808712319,0.29363420743,0.059631956157,0.30614589863,0.455866262473,0.436636504373,0.320294850234,0.245534454814,0.234970833895,-0.053480071203,0.431507176522,0.436407397107,0.362580391589
Baja California Sur,NA,0.091655931141,0.072136546587,0.074267908403,0.09168088889,0.065121480498,0.010346377612,0.038800707869,0.05085766727,0.03719870032,0.013132970597,0.04767797746,0.074959360955,0.079880580331,0.076395650249,0.090689458269,0.001841531497,-0.084467885663,0.128513118328,0.093185821979,0.054575662212
Campeche,NA,1.455932957446,0.948760088142,0.630284566617,0.424521110211,0.7059714678,-1.587864274249,0.602966397224,1.184659892973,-0.089144824025,-0.386528401924,0.020873491903,-1.220143885158,-0.119847531284,0.372513460902,0.214730548924,0.30126043353,-0.702743744899,0.086449196991,0.027450819912,0.369296642055
Coahuila de Zaragoza,NA,0.368152200785,0.1890699616,0.43026194501,0.306577671042,0.215793680564,-0.355110200186,0.688668216507,0.494591799475,0.384299193637,-0.021592535645,0.357099951438,0.364153844228,0.369584840948,0.398553850853,0.330958373818,0.15405113448,-0.178267685534,0.516264518604,0.250479162111,0.101175291667
Colima,NA,0.035997833685,0.032647056113,0.059545067966,0.072697687273,0.040898480617,0.014922034501,0.059039574716,0.062770354768,0.03813414645,0.02012765463,0.03589395403,0.050426018174,0.036420325201,0.077377325938,0.060581818513,0.063391946695,-0.030779218932,0.032046570786,0.053221079918,0.07516332732
Chiapas,NA,0.07607232636,0.127136099186,0.174780989329,0.127566720261,0.175257206202,0.037605598453,0.19790660937,0.135976336669,0.143695929555,0.001821233837,0.121959549898,0.01586015223,0.132113667137,-0.005598823298,0.054487714917,0.041570654031,0.019396012533,0.157471589854,0.208141710392,0.120903302518
Chihuahua,NA,0.303573986559,0.239274884965,0.402691079322,0.365729123467,0.24786523506,-0.134544037506,0.225101573145,0.154606793041,0.445467597466,0.082293271972,0.284523816674,0.554731282931,0.341343243261,0.297355252689,0.135963246017,0.184612584357,-0.077082410587,0.395932140033,0.541032991212,0.391649594047
Ciudad de México,NA,1.889938577705,1.441477718981,1.584140589582,1.050794040527,0.920634345745,0.300230466253,1.190849766648,1.056468903959,1.110661789915,0.835510984576,0.853799620289,0.931397541512,0.947238316352,0.906547545903,0.869411909682,0.385944174832,-0.924903945155,1.369961395271,1.529538112786,1.435568929532
Durango,NA,0.157448850827,0.038407594031,0.081429585611,0.111960632761,0.142501218323,0.073234389055,0.060769239477,0.186992442964,0.128945421374,0.068492353093,0.083728667311,0.048101169114,0.119623760613,0.070947900299,0.048377756835,0.066159937446,-0.013945803038,0.175702171043,0.078579455838,0.091631210461
Guanajuato,NA,0.372954687725,0.16071291715,0.492335014357,0.214442506307,0.304446049143,0.048828369104,0.38235632697,0.402008225727,0.383206842118,0.239820016514,0.445661618195,0.497589587929,0.430342665634,0.599557025695,0.269344922225,0.063764549699,-0.086592974249,0.496157570337,0.428934045647,0.198638135649
Guerrero,NA,0.145836838566,0.099198089843,0.08838455453,0.130051298707,0.050532379362,0.096813962745,0.097635091919,0.068819831827,0.090594180006,0.071291025297,0.155618333034,0.054380069417,0.073000287488,0.052476149757,0.096913969772,0.057782762392,-0.034615437297,0.122005845782,0.124551567679,0.08235995368
Hidalgo,NA,0.281969363495,-0.049224471608,0.279164535475,0.072250650561,0.176810736832,-0.065734343393,0.171362137656,0.116249894031,0.210580819091,-0.0078554677,0.203276798881,0.184218732032,0.046245916025,0.215961555954,0.184959771484,0.008865273697,-0.108823363056,0.199065223744,0.285299635599,0.091931348837
Jalisco,NA,0.603499280206,0.444783427082,0.619888619703,0.566812128593,0.477198298231,0.054461834818,0.681429488261,0.473118325136,0.628906888647,0.366284921434,0.597266817028,0.637801490381,0.755816154106,0.543545289414,0.517736015278,0.383319892869,-0.175034329461,0.725516198262,0.931543503061,0.537823742154
México,NA,0.769796343012,0.733722654821,0.853807350663,0.713095416556,0.498258636809,0.163515000967,0.974387897104,0.858643300889,0.681193964089,0.412761461763,0.677579913934,0.626888776044,0.72877140811,0.897383163236,0.664935631433,0.216136854987,-0.269780071818,1.000279329911,0.83363897211,0.660679866799
Michoacán de Ocampo,NA,0.204254861993,0.141613019302,0.22901616435,0.235577690911,0.181837336055,0.140895964816,0.129025232202,0.308455289503,0.120440555891,0.094118357169,0.231648719327,0.146008016964,0.262597679693,0.285033576251,0.226161210823,0.135873825815,-0.025378946099,0.271231655994,0.371589089285,0.187839418504
Morelos,NA,0.107357545012,0.125065976661,0.030731102425,0.082440283669,0.005822050071,0.047164755465,0.093280139651,0.062432793948,0.079250726596,0.073955685559,0.049318474729,0.087483888233,0.128045417745,0.087522878485,0.043517223555,0.021435581983,-0.050207307162,0.118714008022,0.087005436305,0.067733797185
Nayarit,NA,0.134059187403,0.070519411025,0.03323749294,0.028011722714,0.084272142691,0.007283024329,0.052259113468,0.050909520953,0.033461801694,0.028795040734,0.030761137531,0.03945741457,0.064758638123,0.053137397337,0.042599269748,0.035002520475,-0.0358310497,0.108011575656,0.091674126605,0.044647583177
Nuevo León,NA,0.903535790793,0.596884196396,0.941439595023,0.760110700387,0.351942340726,-0.112610595696,0.797089152659,0.458008965095,0.637479187359,0.101600126906,0.606491404012,0.738668732668,0.597284593204,0.759461182786,0.873071451328,0.33670953742,-0.350537052471,0.958062108575,0.787905754688,0.540024761429
Oaxaca,NA,0.225525725272,-0.034672587092,0.34010448938,0.017420376163,0.155231312329,0.014029691291,0.143899680865,0.116236921661,0.154780646587,-0.027868851302,0.129381689685,0.155116611204,-0.00868039652,0.100132553397,0.219692585517,0.000139460891,0.019876566824,0.215659582252,0.268030586389,0.231186671962
Puebla,NA,0.289454374938,0.354305676881,0.293335823793,0.277024345675,0.216825012396,0.038636163583,0.300128904918,0.357523535777,0.349196228506,0.06406759956,0.178179591273,0.25208615464,0.292147634763,0.429419791691,0.244134050769,0.18241402272,-0.167232411683,0.289241858833,0.381444168751,0.257544868247
Querétaro,NA,0.251798541971,0.237714970174,0.227382308826,0.207827287419,0.160568692387,0.060830656004,0.276201108351,0.265828268672,0.193132005845,0.090121817495,0.170960866541,0.297460570382,0.252373344596,0.215956064305,0.244242050294,0.08846738473,-0.117591317403,0.227387117284,0.218641948286,0.166168532656
Quintana Roo,NA,0.165376683908,0.091811571579,0.149144931234,0.170080989808,0.129440587122,-0.029684722,0.107611468386,0.075509851858,0.138267940966,0.070523706958,0.147008615492,0.141029207863,0.200268124516,0.126801742024,0.142086533757,0.080424585745,-0.302876869345,0.222482725449,0.206724151281,0.277550958291
San Luis Potosí,NA,0.27042674983,0.184939793979,0.198873985543,0.157053328697,0.123284322516,0.016598403635,0.19335591807,0.178997518515,0.172362826467,0.082883877982,0.16635942889,0.239325339868,0.287026465006,0.31783178766,0.185901282934,-0.013235900352,-0.000183330642,0.205607835208,0.265877981364,0.24952817287
Sinaloa,NA,0.333807051311,0.072005096677,0.164593170762,0.270614907018,0.243337915596,0.098407177497,0.091392503176,0.14832772222,0.184359162698,0.063053135637,0.06464391493,0.188661049379,0.249895277362,0.156779403751,0.139938976584,0.097650535119,-0.046766032264,0.261110044837,0.218314376572,0.104638173456
Sonora,NA,0.309666558524,0.301026466999,0.442298637723,0.260939000575,0.187433997594,-0.016778844776,0.186386000578,0.416816064081,0.284975586848,0.166576225909,0.161737099422,0.353519523169,0.432351307475,0.23203127349,0.162116556319,0.093263206412,0.007155400215,0.467813905498,0.316181964893,0.217698892635
Tabasco,NA,0.478334953908,0.424645229569,0.453753757114,0.339043951689,0.533002529621,-0.257161972995,0.502631730306,0.70477327688,0.236711307015,-0.11932416354,0.077915922999,-0.746723099963,-0.000240469741,0.203349751824,0.055264065501,0.047219231683,-0.014660118228,0.465949432922,0.490518644514,0.150968949206
Tamaulipas,NA,0.390787862754,0.305029531413,0.345483265088,0.247056645126,0.277608618667,-0.216423078754,0.189419167283,0.115607410931,0.267055068465,0.056423994266,0.230865529782,0.277615359585,0.179123496748,0.251346502845,0.264618155889,0.190996875394,-0.125082827776,0.278592584306,0.330016964446,0.13782724597
Tlaxcala,NA,0.071407982821,0.010946164948,0.051998115306,0.034509334913,0.037172904152,0.009778970787,0.057622755128,0.044175243091,0.046993612742,0.018522149103,0.043796971325,0.058476928572,0.045078884475,0.057268360552,0.050198076203,0.022461711702,-0.025312597412,0.062700525771,0.06431029422,0.032715079587
Veracruz de Ignacio de la Llave,NA,0.665095279867,0.238243991995,0.698727191406,0.43865105301,0.363685538109,0.186181013543,0.562634901098,0.358385310631,0.572751571728,-0.029533494869,0.158014451144,0.188085622042,0.13424193278,0.128637301758,0.262413335317,0.289635958548,-0.170956763168,0.438142307701,0.359442956109,0.330239901391
Yucatán,NA,0.129290915471,0.140753583206,0.123774823804,0.119975423407,0.095321078317,0.077057804331,0.092961192095,0.085069113801,0.11569249284,0.07508025816,0.1189256769,0.095098948356,0.158210086885,0.143829781288,0.141266129626,0.072869099521,-0.056070317108,0.181931191116,0.175859412822,0.160851148122
Zacatecas,NA,0.071177122315,0.045516961347,0.100451958475,0.074225189354,0.071345672121,0.094126900444,0.126476828446,0.105485060799,0.067988420983,-0.060842407476,0.080318841861,0.076514744317,0.131640549331,0.080381826608,0.057975932283,0.003216427191,0.040266571699,0.108059934177,0.083275913057,0.058897578257
Índice de precios implícitos base 2018=100,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,46.14440154213,49.890147162508,52.826173793315,56.052349831726,59.487121201589,63.240985581532,66.557015593692,69.467530051658,73.406084621511,76.740346905027,78.047912288748,81.457333185635,84.084681597613,89.195001848276,95.052968306793,100.000000004136,104.319010211945,109.138329572948,114.036428084195,121.598434535167,127.049833115543
Aguascalientes,48.538812769097,51.86085670303,54.395626272936,56.668478533398,59.215493859953,61.354990556337,66.168453640782,67.634997283879,69.302330561244,73.010240811061,74.839643944426,76.623712725604,81.534360049464,89.029459575545,94.35760858977,100.,104.053407005629,113.411974080982,117.397965670612,121.834613194172,126.711688598093
Baja California,49.908776749286,52.565372256376,54.604387491455,56.931261727973,59.60515679138,61.948726968769,67.354686536625,67.828118077264,69.221786083644,72.766654855379,73.382497141469,77.590245552684,84.649794569859,91.347948860441,95.354572504496,100.,104.662332108516,109.824596560454,114.48291757907,124.299599712893,131.391829898504
Baja California Sur,49.013622431355,52.297538269184,54.861866260728,56.836517113223,59.761111352042,63.373471170804,67.959225216889,69.46615083626,71.353726250398,74.089533365118,76.632352881428,80.863456398798,85.192324718469,90.941870146469,96.132980012232,100.,104.049557870413,107.840492238301,113.874012196856,123.326417596464,130.152666429426
Campeche,32.104404658748,43.793305932005,53.237254351922,61.257845841055,70.735440472977,86.898656051786,68.288635167302,81.029953968458,106.396114141584,107.567167831779,98.14183843565,99.595923728122,65.958528401323,66.17063816619,86.658982730887,100.,117.61428087057,92.08195724495,98.386915703017,103.4640151132,117.653875498099
Coahuila de Zaragoza,40.515075533395,43.936609457609,45.507654522593,48.200479158764,51.09739955589,55.143131368392,61.606611885683,62.814084344752,67.403386874293,70.597422927164,70.691313485812,74.387703530396,82.172937671489,89.688006342336,94.67783064953,100.,105.235534214264,113.622304870292,117.500182834071,122.857833587457,126.888029925896
Colima,46.617865297102,48.983702446521,51.583167801348,53.528240388842,56.993217795652,59.828178292269,64.499478717524,66.834213337191,69.353321260525,72.663305380134,76.167505585313,79.904621135167,83.025278416064,88.193554670651,93.213260518269,100.,104.980823706021,108.9500398712,114.528497223922,123.493955244249,133.016737811673
Chiapas,48.108594624021,51.849046894917,54.600667828186,58.203638036497,61.934052258511,65.902762807578,68.302435464558,70.872480215869,75.091823709649,79.199081518811,81.394482772975,83.856350864998,87.109381938935,92.583140981238,94.881290032173,100.,104.223420225096,109.276085176441,114.934582774936,123.364571442487,130.894092703926
Chihuahua,48.967657321404,51.77555184469,54.233517506487,56.86258501099,60.525072120555,61.997752211616,66.189791776216,68.442094708202,70.214073490087,74.894948564294,74.597645782021,78.957489323014,86.495008760451,91.627334846123,96.640079987002,100.,103.587042244921,108.640984408358,115.116440526035,122.720599419788,131.235583034893
Ciudad de México,52.524505732198,55.674213877303,59.596435147387,61.928604028585,65.484650526289,68.12583829387,73.369530388894,75.482653651671,77.579743847462,80.322812167564,83.684103825679,86.731654702554,89.290575367107,92.694281259583,95.950002365386,100.000000027067,102.933924049065,107.944346625198,111.139812664736,117.617188651648,123.945470440861
Durango,47.029460842701,50.146465808199,53.157874535793,55.295445085196,58.782316501293,62.405322349994,67.237353032757,68.954720498485,75.593050781229,79.042584169406,79.24465582446,81.712241465952,86.699311999636,92.785625178182,97.844087289624,100.,105.025455549635,112.308624142873,119.964512544132,128.055468013695,132.967770544046
Guanajuato,45.434902014968,48.467099981672,50.266349079383,54.19128123823,56.66084931523,59.832021602286,63.50983877712,65.530301007554,68.876680781248,72.530210679717,73.765223778736,77.880567266712,83.096314357446,87.856162622167,95.026934826834,100.,103.362457751472,109.301016722334,113.762369798938,121.358173562237,124.416735163379
Guerrero,48.821532015859,51.271408097537,53.272919242416,55.014163184872,58.659065164844,60.602465170402,66.317653842048,68.659296192536,71.706928315081,75.723065781436,78.348457098314,81.576386506529,86.300751094316,90.96704679945,95.928343349444,100.,104.625007675861,111.432531420001,116.095968381026,124.397761336096,130.711367959715
Hidalgo,35.870542580614,39.750335829279,38.944824418797,47.430947635907,48.334667192114,52.641167294269,52.569516520371,58.068594460962,61.245965463804,67.572024193579,67.246308888895,72.834911117096,78.090576725287,79.365181332297,90.523479918264,100.,102.811702976381,107.808292071322,112.608791625309,119.966737106162,122.957297364495
Jalisco,47.215809566873,49.898305671149,52.030822666628,54.126943710087,57.120477435393,60.071701281535,64.832678442498,67.42878492326,70.18102798372,74.0182756382,76.772552075982,80.608241750071,84.790800040006,90.947922035154,95.864590475276,100.,104.511862706057,111.000605537267,115.483476313129,123.845945230862,130.003153576208
México,48.600465015289,51.609863267326,54.200065031533,56.230307432713,59.314455875337,62.341439566048,67.754034003722,70.311948365228,73.770958189804,76.944707170628,80.013050665692,84.089284144772,88.043082542724,92.660992866496,96.667554681253,100.,103.910380187304,109.476633468405,114.128525507931,121.333440592377,126.860986116351
Michoacán de Ocampo,43.40954634452,45.994753644065,48.703258295107,51.028493172248,54.823392747513,57.776593184264,63.885640644914,65.739384953708,71.497623996886,73.672750268842,76.354097293656,79.709001770969,82.496972197486,88.537443713347,95.47735158147,100.,104.873623440757,109.820879006898,115.339462989148,126.452412356314,129.563504684799
Morelos,51.471055456752,53.924069386652,56.279986025191,58.400483498774,61.038543316927,62.886318146425,67.996195248597,70.269463674253,71.361316896728,74.241780459982,76.090074057477,78.862871119461,83.027915588132,89.395108744772,94.965685511321,100.,103.241178988746,108.500474099213,113.260760153905,122.117521343451,127.120185102068
Nayarit,45.982680169948,48.577852925576,50.941250798112,53.31381098429,56.490753758647,59.721198694178,64.239059776716,67.877402484716,71.121266725488,73.859013489041,76.032315575638,79.179012181261,83.209249377993,88.557697461787,94.227930172683,100.,104.490062953838,108.844923683171,116.199662907918,126.521067397071,134.488942073577
Nuevo León,45.508357730925,49.534107601745,52.359848670822,55.17713225516,58.430819714664,61.227694324696,65.429748199414,67.891171822786,69.849358879706,73.133190569818,74.645461984462,78.33277572939,83.311810375922,89.142725399077,94.634831031504,100.,103.731793351457,109.133077540045,114.323632652415,121.506257584025,125.451333193534
Oaxaca,38.342008543654,42.659364077799,41.011862366922,49.544284875009,50.291361838704,53.804206152837,54.669358939221,60.317149454053,63.589748372922,69.60994102257,66.478515205724,72.493758301463,78.357980334183,78.261149445007,93.136611830636,100.,104.309004762001,110.622428758051,114.19602996391,123.136331740042,129.642467051099
Puebla,47.388807009899,50.192815166598,53.109921578839,55.245539589945,57.821387836706,61.730595788401,67.452756322861,68.444598372938,72.006533670456,75.256035318475,77.929722757259,80.752975394419,84.79320413217,90.260409172838,95.11219188584,100.,104.288301201299,111.00555001024,115.906706747006,123.887121115279,128.912374022365
Querétaro,40.801857333958,43.719151283947,47.196605548909,49.861748748817,52.3072335192,56.551685730235,61.156226785888,63.457617990894,65.836289448857,69.316807315177,72.79603054976,75.443204570892,80.575123364368,88.688069098848,94.066705167646,100.,103.882391335588,108.959530580884,113.803813221236,121.574939161015,124.63010409012
Quintana Roo,53.535467581059,55.807280584287,57.827958460193,60.717577540879,63.486987309094,66.262963453043,71.156980164372,73.173869555189,73.517412924938,77.868552781404,79.529469202912,84.968007533238,88.035646419588,93.896332906437,96.696591995115,100.,105.315726517053,109.552386896485,112.552759443634,120.418782888179,126.647071827385
San Luis Potosí,43.494248351018,45.907161578576,48.819636600051,52.73107536459,56.573717929149,58.271829560922,62.688229944807,65.54034890568,68.035710703624,70.708919838853,71.763209942591,76.369023070147,82.231534777264,88.942845493469,95.494104304757,100.,103.78075177484,110.854346945985,117.025321387636,126.70313729692,130.071892328413
Sinaloa,47.572059694933,51.540113623535,53.523302407179,55.278070502425,59.625931426,63.421403693221,68.515295828695,70.429885624881,73.332997199816,77.119476967071,79.533831797326,81.891531365196,85.654641399095,91.357466324325,95.657215288974,100.,105.548130552441,111.401105290901,118.729349143789,127.951127755448,133.599074577483
Sonora,43.581062089142,46.531793272438,49.358839161086,52.871524716589,56.85470377756,59.662768504096,64.381622942183,66.043018343515,69.621945383461,72.674159838021,73.67297209963,76.197879372505,80.820492001118,88.051223592343,95.024405239493,100.,102.750873053824,110.284651411864,120.789599335142,127.017780792878,129.04749591327
Tabasco,42.266336997746,50.365628362749,55.5715284542,60.980330630988,67.14656003743,77.107505538172,68.836678816634,77.385604876317,91.861672075982,93.90416540718,90.283418797855,92.854619001987,75.358598215361,78.242351075384,91.392438286317,100.,108.323100216534,103.128017037107,108.454972206056,113.289033880084,116.852418184149
Tamaulipas,47.735628183233,50.936148867555,53.019558336234,56.761878327884,59.689037159842,63.224294848741,64.417650649784,66.927547125005,68.923549395205,71.978635291139,72.980479081014,77.87163931008,82.16572209247,87.368652308173,94.826078159579,100.,103.381547110222,108.01955582946,112.264533528945,120.481467929466,125.994133817293
Tlaxcala,46.935040025632,50.05984620567,52.976706946358,55.033247816174,57.811455184735,60.775617881622,64.828681801065,66.851847835907,69.596131349802,73.495635163755,76.375131317717,80.674980901133,84.553668379621,89.497697667835,94.802515781689,100.,103.588536053183,108.691827028585,113.06696869628,122.132044684578,126.834286396708
Veracruz de Ignacio de la Llave,43.67449464354,47.729748928111,49.588079745475,54.063149694552,57.117469834028,62.062596758349,65.525219951499,70.428485483967,73.961550003319,79.488387885465,79.793328077239,82.256593161302,84.793836048575,89.103471522042,93.998865553981,100.,104.424237171281,108.826770912889,113.096705971135,120.777337545852,126.973478007179
Yucatán,46.56455631778,49.115984618129,51.98941315559,54.206133271349,57.83726705517,61.034183845388,66.49719332591,68.301010317703,70.938480390034,74.374121935698,77.789745849155,81.690402165822,84.658355879235,90.180772636088,95.241087905129,100.,104.534800454386,110.43424124257,114.914083382339,124.379105073449,130.157315154747
Zacatecas,45.968725591675,48.726822987259,50.296013669103,53.550689189139,56.728267285915,59.487744196644,63.6715026366,66.317806426457,73.775010316528,77.439873815142,74.34012142553,75.494591899154,80.763872994735,91.683405404492,97.621866671462,100.,104.286434134503,113.59573361696,119.728750840378,127.789644503458,133.265198656482
Variación porcentual anual del índice de precios implícitos,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,8.117443276316,5.884982903024,6.107154478069,6.127791930534,6.310381649201,5.243482500577,4.372964190182,5.669633808665,4.54221513204,1.703882555208,4.368369117003,3.225428956765,6.077587681331,6.567594974079,5.204499959829,4.31901020763,4.619790152544,4.487972768516,6.631220021543,4.483115758204
Aguascalientes,NA,6.844098041162,4.887635359402,4.17837318217,4.494589218685,3.613069075205,7.845267419649,2.216378897199,2.465193086897,5.350339908901,2.505680179989,2.383855249903,6.408782802584,9.192565590181,5.984703310149,5.979794840669,4.053407005629,8.994003507109,3.514612651733,3.779151962486,4.003029415088
Baja California,NA,5.322902463499,3.879008456621,4.26133199806,4.69670789343,3.931824532551,8.726506309938,0.702893243192,2.054705402253,5.121030490966,0.846324854858,5.733994583345,9.098500677358,7.912782688509,4.386112325495,4.871740676395,4.662332108516,4.932304056235,4.241600847631,8.574800801214,5.705754646027
Baja California Sur,NA,6.700006396035,4.903343592092,3.599314035564,5.14562536088,6.044666401002,7.236078380061,2.21739670304,2.717259257084,3.834147504952,3.432090068349,5.521301850038,5.35330606983,6.748900733722,5.708162650936,4.022573717444,4.049557870413,3.643393057575,5.594855729351,8.300757317014,5.535106724091
Campeche,NA,36.409026728586,21.564821880723,15.06574970248,15.471642043231,22.850236699924,-21.415775260545,18.658036977809,31.304670595025,1.100654567738,-8.762273457705,1.481616113627,-33.773867511509,0.321580499153,30.962894015379,15.394846383718,17.61428087057,-21.708523349913,6.847116033052,5.160340045122,13.71477838877
Coahuila de Zaragoza,NA,8.445088350863,3.575708468128,5.917300428731,6.010148545586,7.917686316065,11.721279435712,1.959972188228,7.306167999446,4.738687773699,0.132994314459,5.22891690975,10.465754112051,9.145430215591,5.563535762126,5.621346955203,5.235534214264,7.969523525155,3.412954849143,4.559695673795,3.280373925502
Colima,NA,5.074958139634,5.306796393484,3.770750557594,6.473176367539,4.974206767517,7.80786003952,3.619772851021,3.76918915859,4.772639665194,4.822516931823,4.906443398843,3.905477851673,6.224942997104,5.691692399023,7.280873390756,4.980823706021,3.78089638189,5.120197623899,7.828146040193,7.711132539718
Chiapas,NA,7.77501878849,5.306984598667,6.59876582398,6.409245792634,6.407962024674,3.641232256054,3.762742475917,5.953429992754,5.469647168303,2.772003427391,3.024612981312,3.879290048257,6.283776695994,2.482254357087,5.394857053579,4.223420225096,4.847917042477,5.178166466486,7.334597180431,6.103471339784
Chihuahua,NA,5.734181859786,4.747348071094,4.847680226879,6.44094373982,2.433173624523,6.761599275876,3.402795010447,2.589018920943,6.666576715376,-0.396959725552,5.844478730244,9.54630080321,5.933667340142,5.470796623406,3.476735546421,3.587042244921,4.878932783395,5.960417381103,6.605623713698,6.938512079767
Ciudad de México,NA,5.99664499684,7.044951328326,3.913269099788,5.742171252662,4.03329291117,7.697067994092,2.880110110527,2.77824121747,3.535804817164,4.184728556444,3.641732106283,2.950388382798,3.81194306172,3.512321430796,4.220945869556,2.933924021204,4.867610578748,2.960290315743,5.8281329,5.380405586768
Durango,NA,6.627770996405,6.005226248869,4.021173848785,6.305892665706,6.163428160612,7.742978484532,2.5541866065,9.627086056987,4.56329431413,0.25564910001,3.113882716531,6.103211029601,7.020024770867,5.451773485093,2.203416445589,5.025455549635,6.934669842775,6.816830372278,6.744457421595,3.836074012728
Guanajuato,NA,6.673719612524,3.712310202986,7.808269808194,4.557131738856,5.596760947605,6.14690441062,3.181337363372,5.106614378756,5.304451168419,1.702756806364,5.578975128335,6.697109784617,5.728109966762,8.161945605917,5.233321670565,3.362457751472,5.745373223556,4.081712330213,6.6769035989,2.520276559348
Guerrero,NA,5.0180237705,3.903756926417,3.268534871409,6.625388389029,3.3130429203,9.430620776855,3.530948721535,4.43877565246,5.600766286778,3.467095910321,4.119965507635,5.791338388602,5.407016330639,5.453949231673,4.244477188274,4.625007675861,6.506593304376,4.184987006575,7.150802108669,5.075337816218
Hidalgo,NA,10.816098585478,-2.026426679617,21.79011805485,1.905337340388,8.909754328168,-0.136111673773,10.460583061402,5.471754624573,10.328939517679,-0.482026857374,8.310645328407,7.215860536634,1.632213079299,14.059438154936,10.468576871208,2.811702976381,4.859941962141,4.452811060963,6.53407729064,2.492824536593
Jalisco,NA,5.68135149833,4.273726265443,4.028614071488,5.530579633943,5.166665228735,7.925490804147,4.00431779641,4.081703479593,5.467642416652,3.721076199133,4.996173203012,5.188747700146,7.261544875438,5.406026141226,4.313802942485,4.511862706057,6.208618489042,4.038600288858,7.241268781222,4.971667287022
México,NA,6.192118225804,5.018811522112,3.745830194113,5.484850756533,5.103281562715,8.682177497585,3.775294562336,4.919519235349,4.30216586405,3.987725222295,5.094460772545,4.701905169207,5.2450575223,4.323892601204,3.447325557924,3.910380187304,5.356782711282,4.249209984036,6.312983587916,4.555665360668
Michoacán de Ocampo,NA,5.955388888489,5.888725205492,4.774290177983,7.43682468235,5.386752422186,10.57356815963,2.901660357603,8.759192145215,3.042235742059,3.63953702696,4.393876158879,3.497685787771,7.322052379572,7.838387440451,4.736880887056,4.873623440757,4.717349705129,5.025077227713,9.634993157729,2.46028705227
Morelos,NA,4.765812373832,4.368951871281,3.767764747905,4.517188317813,3.027226288648,8.125578429117,3.343228863534,1.553808959659,4.036449561914,2.489559902852,3.64409825635,5.281375645533,7.668737811298,6.231411141803,5.301193227399,3.241178988746,5.094183505053,4.387341248241,7.819796704093,4.096597853921
Nayarit,NA,5.643804897923,4.865175651458,4.657443916289,5.958948939691,5.718537496123,7.564920298524,5.663754607627,4.779004679064,3.849406639677,2.942500832237,4.138630504411,5.090032176084,6.427708606645,6.402868269405,6.125646415812,4.490062953838,4.167727156272,6.757080602266,8.882473693002,6.297666341606
Nuevo León,NA,8.846176991538,5.704637079154,5.380618271168,5.896804213125,4.786642774635,6.862995448488,3.761933510534,2.884302928268,4.701305413221,2.067831859736,4.939769474125,6.356259688451,6.998905673571,6.16102503916,5.669338561729,3.731793351457,5.206970798517,4.756170383324,6.282712301006,3.246808590727
Oaxaca,NA,11.260118335297,-3.861993132088,20.804767244535,1.507897360068,6.984985464103,1.607964968253,10.330815331328,5.425652486051,9.467237728859,-4.498532495281,9.048401693576,8.089278539449,-0.123575019115,19.007467295228,7.369162388948,4.309004762001,6.052616464374,3.23044905629,7.828907694039,5.28368453008
Puebla,NA,5.917026263424,5.811800757855,4.021128157638,4.662545186236,6.760833833209,9.269569589243,1.470424789359,5.204114542553,4.512787218575,3.552788062073,3.622818787581,5.003194889126,6.447692473262,5.375316550705,5.138992191481,4.288301201299,6.441037711387,4.415235757414,6.885204999994,4.056315831579
Querétaro,NA,7.149904785244,7.954075417376,5.646895934383,4.904530690856,8.114465104481,8.142181786795,3.763134722264,3.748441137996,5.286625196312,5.019306816546,3.636426328662,6.802360560723,10.068797161864,6.064667010399,6.307539763171,3.882391335588,4.88739157813,4.445946687294,6.828528605339,2.512989066816
Quintana Roo,NA,4.243566192428,3.620814085098,4.996923906064,4.56113349771,4.372512008538,7.385749831121,2.834422408256,0.469489138455,5.918516013218,2.132974560566,6.838393849266,3.610345794151,6.657174366525,2.982288021267,3.416261045738,5.315726517053,4.022818357281,2.738755979807,6.988743308852,5.172190575111
San Luis Potosí,NA,5.547660481645,6.344271615421,8.012019418708,7.28724483237,3.001591010687,7.578962969178,4.549688136647,3.807367277729,3.92912649487,1.491028439044,6.418070110354,7.676557158172,8.161480549261,7.365695098848,4.718506684835,3.78075177484,6.815902804878,5.566741054059,8.269847751349,2.65877791455
